Title,Location,Company,Salary,Sponsored,Description
Power BI Developer,"Gurgaon, Haryana",XCEEDANCE,0,Organic,"We are looking for a Golang developer for our Blockchain startup to join our small engineering team. As a Golang developer, you will working on development & deployment of the projects.
Experience : 1 to 3 years
Remote Opportunity/Work from home
Notice Period : Immediate to 15 days Max
Job description
1. Good experience in Golang
2. Candidate must have good knowledge of Data Structure
3. Good to have experience on REST, SOAP, JS, Quartz, XML, XSLT, SOAP.
4. Should have hands on experience on any one of the go backend frameworks like, martini, web.go, buffalo, REVEL etc.
5. Good knowledge of Relational Databases like MySQL, Hibernate, PostgreSQL
6. Good to have Knowledge of build tools like Maven, Gradle, Ant., Jenkins
7. Good to have Knowledge of MongoDB, Cassandra, Websockets
8. Golang framework Microservices will be a major plus
9. Added Advantage : knowledge in Blockchain SaaS / PaaS offering, Hyperledger, Ethereum
Roles & Responsibilities
1. Candidate should be able to work on assignments with least guidance
2. Responsible for robust and efficient implementation
3. Suggest technical solutions for short and long term
4. Participate and lead software design meetings and analyze user needs to determine technical requirements.
5. Collaborate with team members and across groups to prepare technical specifications.
6. Design and develop high-quality code.
7. Test, debug, analyze and fix application problems/issues.
8. Work closely with stakeholders to fix issues in a timely fashion.
9. Participate in code reviews in accordance with program specifications and coding standards, practices and conventions, new designs, changes and enhancements.
10. Mentor less skilled employees
11. Interact with stakeholders (internal and external) to support product releases and/or resolve program problems.
12. Research and remain informed of new technology and development tools.
Job Type: Full-time
Salary: ₹250,000.00 - ₹600,000.00 per year
Benefits:
Internet reimbursement
Paid sick time
Paid time off
Work from home
Schedule:
Day shift
Experience:
Go: 1 year (Preferred)
Housing rent subsidy:
Yes
Industry:
Software Development
Work Remotely:
Yes"
"Developer mobile Apps (Bangalore, India)","Bengaluru, Karnataka",THIS IS! Digital Media Group,0,Organic,"We are looking for a Golang developer for our Blockchain startup to join our small engineering team. As a Golang developer, you will working on development & deployment of the projects.
Experience : 1 to 3 years
Remote Opportunity/Work from home
Notice Period : Immediate to 15 days Max
Job description
1. Good experience in Golang
2. Candidate must have good knowledge of Data Structure
3. Good to have experience on REST, SOAP, JS, Quartz, XML, XSLT, SOAP.
4. Should have hands on experience on any one of the go backend frameworks like, martini, web.go, buffalo, REVEL etc.
5. Good knowledge of Relational Databases like MySQL, Hibernate, PostgreSQL
6. Good to have Knowledge of build tools like Maven, Gradle, Ant., Jenkins
7. Good to have Knowledge of MongoDB, Cassandra, Websockets
8. Golang framework Microservices will be a major plus
9. Added Advantage : knowledge in Blockchain SaaS / PaaS offering, Hyperledger, Ethereum
Roles & Responsibilities
1. Candidate should be able to work on assignments with least guidance
2. Responsible for robust and efficient implementation
3. Suggest technical solutions for short and long term
4. Participate and lead software design meetings and analyze user needs to determine technical requirements.
5. Collaborate with team members and across groups to prepare technical specifications.
6. Design and develop high-quality code.
7. Test, debug, analyze and fix application problems/issues.
8. Work closely with stakeholders to fix issues in a timely fashion.
9. Participate in code reviews in accordance with program specifications and coding standards, practices and conventions, new designs, changes and enhancements.
10. Mentor less skilled employees
11. Interact with stakeholders (internal and external) to support product releases and/or resolve program problems.
12. Research and remain informed of new technology and development tools.
Job Type: Full-time
Salary: ₹250,000.00 - ₹600,000.00 per year
Benefits:
Internet reimbursement
Paid sick time
Paid time off
Work from home
Schedule:
Day shift
Experience:
Go: 1 year (Preferred)
Housing rent subsidy:
Yes
Industry:
Software Development
Work Remotely:
Yes"
BLOCKCHAIN DEVELOPER,"Mohali, Punjab",Walkwel,0,Organic,None
Full Stack Developer,"Hyderabad, Telangana",BondEvalue,0,Organic,None
"UI/Frontend Developer - Reactjs, Bootstrap, HTML, CSS, JS","Hyderabad, Telangana",Kynite,0,Organic,None
Full stack developer - Laravel,"Bengaluru, Karnataka",Unocoin,0,Organic,None
Node.js Developer,"Bengaluru, Karnataka",Springrole,0,Organic,None
Jr. PHP Developer,"Hyderabad, Telangana",Niosys,0,Organic,None
Blockchain Wallet Developer,"Mumbai, Maharashtra",HR Devi and Associates,"₹9,00,000 - ₹11,00,000 a year",Organic,"Blockchain Wallet Developer
Mumbai


Job Description :
Research, design, develop, and test blockchain technologies

Brainstorm and help evaluate applications for new tools and technologies as they continually evolve

- Maintain and extend current client- and server-side applications responsible for integration and business logic

Be involved in the global blockchain community—work on implementing and integrating the latest improvement proposals

Document new solutions as well as maintaining that of existing ones
Experience
3 - 7 Years

Salary
9 Lac To 11 Lac P.A.

Industry
IT Software - Application Programming / Maintenance

Qualification
B.Tech/B.E

Key Skills
Research design develop and test blockchain technologies Advanced Java script Node JS C++ JAVA Pythone


About Company
Email ID
swati5547@gmail.com"
"CMS Engineer (WordPress/Typo3) (Bangalore, India)","Bengaluru, Karnataka",THIS IS! Digital Media Group,0,Organic,"COVID-19 Update:
We are still looking for and hiring new employees for all positions listed on the website.

Due to the Coronavirus (COVID-19) outbreak, we will not have any personal on-site interview. All interviews will be conducted via Skype and you will be allowed to work from home until the situation gets better.

We work because we love what we do and we are seeking like-minded individuals!

That's why we're in it. To stretch, to think big, to stumble, to get back up, to never stop until we not only solve a problem but create something transformational. Our passionate teams are made from different disciplines and backgrounds because diverse minds don't think like — they think bigger, together.

As a CMS Engineer (WordPress/Typo3), you will be responsible for the planning, architecture, and implementation of WordPress and Typo3 Projects.

Tasks

What you will do:
Your most important task is to help your team deliver good software projects and platforms that the whole team is proud of. That can include the following tasks

Developing Websites, Web-Applications, and APIs based on WordPress and Typo3
Conceptualize and execute all development stages in a team
Innovating and reliable technical design and system architecture across services and applications
Leverage open source and other technologies and languages outside of the framework should the need arise
Provide troubleshooting and root cause analysis for issues
Requirements

What you will have:
Minimum 3 years of extensive experiences in similar capacity developing websites or applications
Familiar with PHP, WordPress, and Typo3
Already work with RESTful Services, JSON, Plugins, and Themes
Experience in Agile software development methodology, secure software development, and performance optimization.
Perfect fit if you already know about Git, Continuous Delivery and DevOps
Benefits

Why THIS IS! Digital Media Group?

We are a worldwide team of passionate developers, project managers, and designers that create outstanding custom digital solutions for mobile devices, VR/AR headsets, browsers, and voice systems.

At THIS IS! DMG, we want to work with professional and smart individuals that are interested in increasing their skills and create perfect solutions. We are focussed and driven by our mission to provide the best solutions for our customers in every project.

Why work with us

You’re an individual person and a future expert in your field! That is why we try to offer everyone an environment where they can concentrate on their work. We are also interested in what we can do for you to let you concentrate on your work and personal development.

Competitive salary and benefits.
Possibility of Home Office, Remote Work, and Work & Travel
Casual and friendly work environment, T-shirt and jeans are welcome
Work-related education in new topics like Blockchain, Virtual Reality, BigData, AI and IoT
Sick leave and annual leave
And more to offer
No matter who you are, where you come from, what you believe, or what you geek out about, we bring people together to make great work. That's what makes us THIS IS! Digital Media Group.

If you love development, you should join us!"
Blockchain Developers,"Pune, Maharashtra",Tokyotechie,0,Organic,"COVID-19 Update:
We are still looking for and hiring new employees for all positions listed on the website.

Due to the Coronavirus (COVID-19) outbreak, we will not have any personal on-site interview. All interviews will be conducted via Skype and you will be allowed to work from home until the situation gets better.

We work because we love what we do and we are seeking like-minded individuals!

That's why we're in it. To stretch, to think big, to stumble, to get back up, to never stop until we not only solve a problem but create something transformational. Our passionate teams are made from different disciplines and backgrounds because diverse minds don't think like — they think bigger, together.

As a CMS Engineer (WordPress/Typo3), you will be responsible for the planning, architecture, and implementation of WordPress and Typo3 Projects.

Tasks

What you will do:
Your most important task is to help your team deliver good software projects and platforms that the whole team is proud of. That can include the following tasks

Developing Websites, Web-Applications, and APIs based on WordPress and Typo3
Conceptualize and execute all development stages in a team
Innovating and reliable technical design and system architecture across services and applications
Leverage open source and other technologies and languages outside of the framework should the need arise
Provide troubleshooting and root cause analysis for issues
Requirements

What you will have:
Minimum 3 years of extensive experiences in similar capacity developing websites or applications
Familiar with PHP, WordPress, and Typo3
Already work with RESTful Services, JSON, Plugins, and Themes
Experience in Agile software development methodology, secure software development, and performance optimization.
Perfect fit if you already know about Git, Continuous Delivery and DevOps
Benefits

Why THIS IS! Digital Media Group?

We are a worldwide team of passionate developers, project managers, and designers that create outstanding custom digital solutions for mobile devices, VR/AR headsets, browsers, and voice systems.

At THIS IS! DMG, we want to work with professional and smart individuals that are interested in increasing their skills and create perfect solutions. We are focussed and driven by our mission to provide the best solutions for our customers in every project.

Why work with us

You’re an individual person and a future expert in your field! That is why we try to offer everyone an environment where they can concentrate on their work. We are also interested in what we can do for you to let you concentrate on your work and personal development.

Competitive salary and benefits.
Possibility of Home Office, Remote Work, and Work & Travel
Casual and friendly work environment, T-shirt and jeans are welcome
Work-related education in new topics like Blockchain, Virtual Reality, BigData, AI and IoT
Sick leave and annual leave
And more to offer
No matter who you are, where you come from, what you believe, or what you geek out about, we bring people together to make great work. That's what makes us THIS IS! Digital Media Group.

If you love development, you should join us!"
React JS Developer,"Mohali Sas Nagar, Chandigarh",Antier Solutions Pvt. Ltd,0,Organic,"COVID-19 Update:
We are still looking for and hiring new employees for all positions listed on the website.

Due to the Coronavirus (COVID-19) outbreak, we will not have any personal on-site interview. All interviews will be conducted via Skype and you will be allowed to work from home until the situation gets better.

We work because we love what we do and we are seeking like-minded individuals!

That's why we're in it. To stretch, to think big, to stumble, to get back up, to never stop until we not only solve a problem but create something transformational. Our passionate teams are made from different disciplines and backgrounds because diverse minds don't think like — they think bigger, together.

As a CMS Engineer (WordPress/Typo3), you will be responsible for the planning, architecture, and implementation of WordPress and Typo3 Projects.

Tasks

What you will do:
Your most important task is to help your team deliver good software projects and platforms that the whole team is proud of. That can include the following tasks

Developing Websites, Web-Applications, and APIs based on WordPress and Typo3
Conceptualize and execute all development stages in a team
Innovating and reliable technical design and system architecture across services and applications
Leverage open source and other technologies and languages outside of the framework should the need arise
Provide troubleshooting and root cause analysis for issues
Requirements

What you will have:
Minimum 3 years of extensive experiences in similar capacity developing websites or applications
Familiar with PHP, WordPress, and Typo3
Already work with RESTful Services, JSON, Plugins, and Themes
Experience in Agile software development methodology, secure software development, and performance optimization.
Perfect fit if you already know about Git, Continuous Delivery and DevOps
Benefits

Why THIS IS! Digital Media Group?

We are a worldwide team of passionate developers, project managers, and designers that create outstanding custom digital solutions for mobile devices, VR/AR headsets, browsers, and voice systems.

At THIS IS! DMG, we want to work with professional and smart individuals that are interested in increasing their skills and create perfect solutions. We are focussed and driven by our mission to provide the best solutions for our customers in every project.

Why work with us

You’re an individual person and a future expert in your field! That is why we try to offer everyone an environment where they can concentrate on their work. We are also interested in what we can do for you to let you concentrate on your work and personal development.

Competitive salary and benefits.
Possibility of Home Office, Remote Work, and Work & Travel
Casual and friendly work environment, T-shirt and jeans are welcome
Work-related education in new topics like Blockchain, Virtual Reality, BigData, AI and IoT
Sick leave and annual leave
And more to offer
No matter who you are, where you come from, what you believe, or what you geek out about, we bring people together to make great work. That's what makes us THIS IS! Digital Media Group.

If you love development, you should join us!"
Solidity Developer,"Kharadi, Pune, Maharashtra",Cyperts Digital Solutions Pvt Ltd,0,Organic,"Hiring For A Solidity Developer with at least 1.5 year of experience.
Skills Required:
1+ year experience with Ethereum with Solidity and related tools (Truffle, geth, etc.)
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Good understanding of continuous integration tools and blockchain management tools
Responsibilities:
Working with a team of expert developers to develop blockchain-based centralised and decentralised applications for enterprise use.
Leading the development of smart contracts and the performance of blockchain integration with existing applications.
Establishing and maintaining the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
Maintain a continuous integration pipeline for the development and testing of applications
Be at the forefront of blockchain-related technologies to maintain the company's market advantage
Participate in the design of security protocols and architecture
Job Type: Full-time
Experience:
Solidity : 1 year (Required)
Location:
Kharadi, Pune, Maharashtra (Preferred)
Work Remotely:
No"
Blockchain Developer chennai (IT Jobs),India,HR Inc Consultants,0,Organic,"Hiring For A Solidity Developer with at least 1.5 year of experience.
Skills Required:
1+ year experience with Ethereum with Solidity and related tools (Truffle, geth, etc.)
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Good understanding of continuous integration tools and blockchain management tools
Responsibilities:
Working with a team of expert developers to develop blockchain-based centralised and decentralised applications for enterprise use.
Leading the development of smart contracts and the performance of blockchain integration with existing applications.
Establishing and maintaining the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
Maintain a continuous integration pipeline for the development and testing of applications
Be at the forefront of blockchain-related technologies to maintain the company's market advantage
Participate in the design of security protocols and architecture
Job Type: Full-time
Experience:
Solidity : 1 year (Required)
Location:
Kharadi, Pune, Maharashtra (Preferred)
Work Remotely:
No"
"Front-End Developer (Bangalore, India)","Bengaluru, Karnataka",THIS IS! Digital Media Group,0,Organic,"Hiring For A Solidity Developer with at least 1.5 year of experience.
Skills Required:
1+ year experience with Ethereum with Solidity and related tools (Truffle, geth, etc.)
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Good understanding of continuous integration tools and blockchain management tools
Responsibilities:
Working with a team of expert developers to develop blockchain-based centralised and decentralised applications for enterprise use.
Leading the development of smart contracts and the performance of blockchain integration with existing applications.
Establishing and maintaining the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
Maintain a continuous integration pipeline for the development and testing of applications
Be at the forefront of blockchain-related technologies to maintain the company's market advantage
Participate in the design of security protocols and architecture
Job Type: Full-time
Experience:
Solidity : 1 year (Required)
Location:
Kharadi, Pune, Maharashtra (Preferred)
Work Remotely:
No"
Blockchain Developer,"New Delhi, Delhi",Secninjaz,0,Organic,"Hiring For A Solidity Developer with at least 1.5 year of experience.
Skills Required:
1+ year experience with Ethereum with Solidity and related tools (Truffle, geth, etc.)
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Good understanding of continuous integration tools and blockchain management tools
Responsibilities:
Working with a team of expert developers to develop blockchain-based centralised and decentralised applications for enterprise use.
Leading the development of smart contracts and the performance of blockchain integration with existing applications.
Establishing and maintaining the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
Maintain a continuous integration pipeline for the development and testing of applications
Be at the forefront of blockchain-related technologies to maintain the company's market advantage
Participate in the design of security protocols and architecture
Job Type: Full-time
Experience:
Solidity : 1 year (Required)
Location:
Kharadi, Pune, Maharashtra (Preferred)
Work Remotely:
No"
Senior Java Developer,"Vadodara, Gujarat",Adrixus,0,Organic,"Hiring For A Solidity Developer with at least 1.5 year of experience.
Skills Required:
1+ year experience with Ethereum with Solidity and related tools (Truffle, geth, etc.)
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Good understanding of continuous integration tools and blockchain management tools
Responsibilities:
Working with a team of expert developers to develop blockchain-based centralised and decentralised applications for enterprise use.
Leading the development of smart contracts and the performance of blockchain integration with existing applications.
Establishing and maintaining the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
Maintain a continuous integration pipeline for the development and testing of applications
Be at the forefront of blockchain-related technologies to maintain the company's market advantage
Participate in the design of security protocols and architecture
Job Type: Full-time
Experience:
Solidity : 1 year (Required)
Location:
Kharadi, Pune, Maharashtra (Preferred)
Work Remotely:
No"
Blockchain Developer chennai (IT Jobs),India,HR Inc Consultants,0,Organic,None
Sr. Solution Engineer - Blockchain Developer,"Chennai, Tamil Nadu",OASYS Cybernetics,0,Organic,None
"Linux Administrator (Bangalore, India)","Bengaluru, Karnataka",THIS IS! Digital Media Group,0,Organic,None
PHP Developer,"Jaipur, Rajasthan",RadicalHash,"₹45,000 a month",Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Full Stack Developer,"Hyderabad, Telangana",BondEvalue,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
CIEL/STF/15568: PL SQL Developer,"Bengaluru, Karnataka",CIEL HR Services,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Senior Java Developer,"Vadodara, Gujarat",Adrixus,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
BLOCKCHAIN DEVELOPER,"Mohali, Punjab",Walkwel,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Blockchain Developer,"New Delhi, Delhi",Secninjaz,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
MEAN Stack Developer - Angular2 & Above/Node.js,"Kanpur, Uttar Pradesh",ITH Technologies,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Full Stack JavaScript Developer,"Bengaluru, Karnataka",Atom Consulting Services Limited,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
CIEL/STF/15566: Java Developer,"Bengaluru, Karnataka",CIEL HR Services,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Full stack developer - Laravel,"Bengaluru, Karnataka",Unocoin,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Blockchain Developer,"Hyderabad, Telangana",Artemis Technologies,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Blockchain Developers,"Pune, Maharashtra",Tokyotechie,0,Organic,"We are looking Senior PHP experts, with framework knowledge like Laravel, and database like MySQL, PostgreSQL, Mongo, Redis etc.
Any JavaScript framework will be plus like Angular, Reactjs, Node.
About RadicalHash
We are software development company, We deal major projects in Blockchain Technology, Mobile Apps, CRM, DevOps etc. There is great opportunity for candidates to work with latest technology.
Job Types: Full-time, Walk-In
Salary: Up to ₹45,000.00 per month
Experience:
software development: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Licence:
Core PHP (Preferred)
Programming Languages needed:
HTML (Preferred)
JavaScript (Preferred)
PHP (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Designer: Visual Design,"Noida, Uttar Pradesh",IBM,0,Organic,None
Solidity Developer,"Pitampura, Delhi",PerfectionGeeks Technologies,"₹12,502 - ₹35,000 a month",Organic,"Experience developing on top of Ethereum
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Working with clients and team of software engineers
Good understanding of continuous integration tools and blockchain management tools
Good understanding of blockchain test tools (e.g.Truffle/Embark)
***Having knowledge of Node js will be appreciated***
Job Type: Full-time
Salary: ₹12,502.00 - ₹35,000.00 per month
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
javascript: 1 year (Preferred)
Education:
Bachelor's (Required)"
Solidity Developer,"Kharadi, Pune, Maharashtra",Cyperts Digital Solutions Pvt Ltd,0,Organic,"Hiring For A Solidity Developer with at least 1.5 year of experience.
Skills Required:
1+ year experience with Ethereum with Solidity and related tools (Truffle, geth, etc.)
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Good understanding of continuous integration tools and blockchain management tools
Responsibilities:
Working with a team of expert developers to develop blockchain-based centralised and decentralised applications for enterprise use.
Leading the development of smart contracts and the performance of blockchain integration with existing applications.
Establishing and maintaining the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
Maintain a continuous integration pipeline for the development and testing of applications
Be at the forefront of blockchain-related technologies to maintain the company's market advantage
Participate in the design of security protocols and architecture
Job Type: Full-time
Experience:
Solidity : 1 year (Required)
Location:
Kharadi, Pune, Maharashtra (Preferred)
Work Remotely:
No"
Java Developer,"Bengaluru, Karnataka",Ciel,0,Organic,"Hiring For A Solidity Developer with at least 1.5 year of experience.
Skills Required:
1+ year experience with Ethereum with Solidity and related tools (Truffle, geth, etc.)
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Good understanding of continuous integration tools and blockchain management tools
Responsibilities:
Working with a team of expert developers to develop blockchain-based centralised and decentralised applications for enterprise use.
Leading the development of smart contracts and the performance of blockchain integration with existing applications.
Establishing and maintaining the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
Maintain a continuous integration pipeline for the development and testing of applications
Be at the forefront of blockchain-related technologies to maintain the company's market advantage
Participate in the design of security protocols and architecture
Job Type: Full-time
Experience:
Solidity : 1 year (Required)
Location:
Kharadi, Pune, Maharashtra (Preferred)
Work Remotely:
No"
Java with Servlets Developer,"Bengaluru, Karnataka",CIEL HR Services,0,Organic,"Hiring For A Solidity Developer with at least 1.5 year of experience.
Skills Required:
1+ year experience with Ethereum with Solidity and related tools (Truffle, geth, etc.)
Experience developing Solidity smart contracts
Experience in a DevOps environment (blockchain is a plus)
Good understanding of continuous integration tools and blockchain management tools
Responsibilities:
Working with a team of expert developers to develop blockchain-based centralised and decentralised applications for enterprise use.
Leading the development of smart contracts and the performance of blockchain integration with existing applications.
Establishing and maintaining the environments in which blockchain solutions can be implemented, including development, testing, and production environments.
Maintain a continuous integration pipeline for the development and testing of applications
Be at the forefront of blockchain-related technologies to maintain the company's market advantage
Participate in the design of security protocols and architecture
Job Type: Full-time
Experience:
Solidity : 1 year (Required)
Location:
Kharadi, Pune, Maharashtra (Preferred)
Work Remotely:
No"
Full Stack Developer,"Hyderabad, Telangana",Brugu,"₹35,000 a month",Organic,"Immediate Joining for the below Job description,
Location : Hyderabad - Telangana,
Permanent Position, Join the winning team, We are into Blockchain and AI Development for the clients from USA and Europe.
Strong Expertise in Backend with Nodejs(Must) Microsoft / PHP - 4 - 5 Years.
Strong Knowledge in Angular / React
Strong Knowledge in Database Development with Mongodb / Sql Server / Mysql.
Strong Knowledge in Agile.
Excellent Communication Skills,
Salary Not a constraint for the right candidate.
Should have the willingness to work on startup based environment.
Job Types: Full-time, Walk-In
Salary: From ₹35,000.00 per month
Experience:
software development: 4 years (Preferred)
total work: 4 years (Preferred)
Java: 4 years (Preferred)
Angular / Node JS: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
