Title,Location,Company,Salary,Sponsored,Description
Jr. Python/Odoo Developer,"Gandhinagar, Gujarat",iPredict IT Solutions,0,Organic,"Job Summary
Published on : 2 days ago
Vacancy : 2
Employment Status : Full Time
Experience : 1 - 2 Yrs
Salary : 20000-25000
Interview Venue : Ernakulam

Design, build, and maintain efficient, scalable, reusable, and reliable Python code. Implement security and data protection solutions. Coordinate with internal teams to understand user requirements and provide technical solutions.

Strong programming ability in Python.

Experience in web app development by using Django framework.

Object relational mapping using framework.

Project creation and setting admin interface.

URL mapping.

Integration of media files with database.

Knowledge in database design.

Expertise with SQL database, like MySql, PostgreSQL.

Hands on experience on Python.

Good understanding of deployment.

Strong in Logic, Algorithm and Data Structures.

Basic knowledge in unit testing.

Working knowledge in windows.

Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3, jQuery.

Deploying project in github.

Generators, what are they and how/when to use them.

Data structures in python.

Threading in python.

Iterator protocol and applications.

Database connection with pymysql/mysql modules.

MRO order.

Static/class/instance method.

Handling encoding in python.

Job Types: Full-time, Fresher

Pay: ?20,000.00 - ?25,000.00 per month
Skills
PostgreSQL , Python , Python Scripting , Odoo Development , Django framework ,
Qualifications
Any Degree
BE / B.Tech Engineering - Computer Science / IT
Bachelor of Computer Application (BCA)
B.Sc. Computer Science"
Programmer Associate - R/Python Language,"Mumbai, Maharashtra",Decimal Point Analytics,0,Organic,"Job Summary
Published on : 2 days ago
Vacancy : 2
Employment Status : Full Time
Experience : 1 - 2 Yrs
Salary : 20000-25000
Interview Venue : Ernakulam

Design, build, and maintain efficient, scalable, reusable, and reliable Python code. Implement security and data protection solutions. Coordinate with internal teams to understand user requirements and provide technical solutions.

Strong programming ability in Python.

Experience in web app development by using Django framework.

Object relational mapping using framework.

Project creation and setting admin interface.

URL mapping.

Integration of media files with database.

Knowledge in database design.

Expertise with SQL database, like MySql, PostgreSQL.

Hands on experience on Python.

Good understanding of deployment.

Strong in Logic, Algorithm and Data Structures.

Basic knowledge in unit testing.

Working knowledge in windows.

Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3, jQuery.

Deploying project in github.

Generators, what are they and how/when to use them.

Data structures in python.

Threading in python.

Iterator protocol and applications.

Database connection with pymysql/mysql modules.

MRO order.

Static/class/instance method.

Handling encoding in python.

Job Types: Full-time, Fresher

Pay: ?20,000.00 - ?25,000.00 per month
Skills
PostgreSQL , Python , Python Scripting , Odoo Development , Django framework ,
Qualifications
Any Degree
BE / B.Tech Engineering - Computer Science / IT
Bachelor of Computer Application (BCA)
B.Sc. Computer Science"
Python Developer,"Mohali, Punjab",Code Garage Tech,"₹15,000 - ₹40,000 a month",Organic,"Company name Code Garage Tech
#Location: A-45 Quark city, Mohali
#Shift: Day shift
#Salary: current on hike
#Experience: fresher to 3years( Fresher are also apply )
Work from office only
#immediate joiner or within 15 days are preffered
1. Knowledge of the syntax of languages such as Java, C/C++ or Python.
2. Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving, and complexity analysis.
3. Ability to effectively articulate technical challenges and solutions.
4. Adept at handling ambiguous or undefined problems as well as ability to think abstractly.
5 The person is willing to learn new technologies as well.
Job Types: Full-time, Fresher
Salary: ₹15,000.00 - ₹40,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Python Developer,"Kolkata, West Bengal",Allied Media,"₹2,40,000 - ₹3,00,000 a year",Organic,"Python Developer
Work Location: Kolkata
Experience: Freshers
Job Description
We are looking for Freshers as Developers responsible for creating BAAR (Business Automation,AI & Robotics) workflow to achieve different use case. To achieve use case developer might need to write Python or other scripts. Developer primary focus will be design and development of BAAR (Business Automation,AI & Robotics) Workflow.
Responsibilities
Writing reusable, testable, and efficient code python
Understanding of business requirement and
Design and implementation of BAAR (Business Automation,AI & Robotics) Workflow to achieve business requirement
Skills And Qualification
Well versed with Python
Logical thinking is required to design and implement BAAR (Business Automation,AI & Robotics) Workflow
Good understanding of scripting language
Understanding of fundamental design principles behind a scalable application
Familiarity with event-driven programming in Python
Able to create database schemas that represent and support business processes
Strong unit test and debugging skills
Expected Start Date: 1/11/2020
Job Type: Full-time
Salary: ₹240,000.00 - ₹300,000.00 per year
Schedule:
Monday to Friday
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Python/Odoo Developer,"Thiruvananthapuram, Kerala",Akira Software Solutions Pvt Ltd,0,Organic,"Python Developer
Work Location: Kolkata
Experience: Freshers
Job Description
We are looking for Freshers as Developers responsible for creating BAAR (Business Automation,AI & Robotics) workflow to achieve different use case. To achieve use case developer might need to write Python or other scripts. Developer primary focus will be design and development of BAAR (Business Automation,AI & Robotics) Workflow.
Responsibilities
Writing reusable, testable, and efficient code python
Understanding of business requirement and
Design and implementation of BAAR (Business Automation,AI & Robotics) Workflow to achieve business requirement
Skills And Qualification
Well versed with Python
Logical thinking is required to design and implement BAAR (Business Automation,AI & Robotics) Workflow
Good understanding of scripting language
Understanding of fundamental design principles behind a scalable application
Familiarity with event-driven programming in Python
Able to create database schemas that represent and support business processes
Strong unit test and debugging skills
Expected Start Date: 1/11/2020
Job Type: Full-time
Salary: ₹240,000.00 - ₹300,000.00 per year
Schedule:
Monday to Friday
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Software Engineer/Programmer,"Ahmedabad, Gujarat",Saltriver Infosystems Private Limited,"₹2,00,000 a year",Organic,"We are looking forPython/Machine learning and OpenCV developer for support and development of application which are using OpenCV and Machine Learning

The developer must have good Python and OpenCV development knowledge
Task will include development of new application, enhancement on old and support for already developed app
Experience with webservice development will be added advantage

Knowledge of image processing logic required

Working knowledge of Machine learning Algorithm added advantage

Need to undertake all phases of development i.e. documentation, testing, development

Need to take older code, fix them and make new setups and upload to apple store"
Python Developer,"Ahmedabad, Gujarat",BoTree Technologies,0,Organic,"We are looking forPython/Machine learning and OpenCV developer for support and development of application which are using OpenCV and Machine Learning

The developer must have good Python and OpenCV development knowledge
Task will include development of new application, enhancement on old and support for already developed app
Experience with webservice development will be added advantage

Knowledge of image processing logic required

Working knowledge of Machine learning Algorithm added advantage

Need to undertake all phases of development i.e. documentation, testing, development

Need to take older code, fix them and make new setups and upload to apple store"
Junior Software Engineer,"Thiruvananthapuram, Kerala",Zewia software private limited,"₹5,000 - ₹10,000 a month",Organic,"Job Description
We are looking for a passionate to Full stack developers (Fresher) to design, develop and install software solutions.
Develop flowcharts, layouts and documentation to identify requirements and solutions
Write well-designed, testable code.
Required Candidate profile
Looking for ONLY Freshers
Self - financed 3 months training Included.
Monthly salary will provide.
Juniors Required in: PYTHON/JAVA/ PHP.
Demonstrated knowledge of web technologies, such as HTML, CSS and Javascript
Ability to work independently
Job Types: Full-time, 1 year Contract ,freshers
Job Types: Full-time, Contract, Fresher, Walk-In
Salary: ₹5,000.00 - ₹10,000.00 per month
Schedule:
Monday to Friday
Selection rounds:
Written test
HR Interview
Technical Interview
Industry:
Software Development"
Python Backend Developer – Job Code (PD,"Kochi, Kerala",Calpine Group,0,Organic,"Job Description
We are looking for a passionate to Full stack developers (Fresher) to design, develop and install software solutions.
Develop flowcharts, layouts and documentation to identify requirements and solutions
Write well-designed, testable code.
Required Candidate profile
Looking for ONLY Freshers
Self - financed 3 months training Included.
Monthly salary will provide.
Juniors Required in: PYTHON/JAVA/ PHP.
Demonstrated knowledge of web technologies, such as HTML, CSS and Javascript
Ability to work independently
Job Types: Full-time, 1 year Contract ,freshers
Job Types: Full-time, Contract, Fresher, Walk-In
Salary: ₹5,000.00 - ₹10,000.00 per month
Schedule:
Monday to Friday
Selection rounds:
Written test
HR Interview
Technical Interview
Industry:
Software Development"
Junior Python Developer,"Ernakulam, Kerala",ZEWIA SOFTWARE SOLUTIONS PVT LTD,"₹5,000 - ₹10,000 a month",Organic,"Dear All,
Please find the below details.
Job description
We are looking for a passionate Software Engineer PHP,Python, Dotnet (Fresher) to design, develop, and install software solutions.
Develop flowcharts, layouts, and documentation to identify requirements and solutions
Write well-designed, testable code.
Required Candidate profile
Excellent written and verbal communication skills.
Ability to quickly adapt and learn new technologies.
Able to work efficiently with minimal supervision.
Basic understanding of HTML, CSS, JS, Bootstrap, and knowledge in front-end technologies.
Perks and benefits
Negotiable for right candidates
RoleSoftware Developer
Industry TypeIT-Software, Software Services
Functional AreaIT Software - Client/Server Programming
Employment TypeFull Time, Permanent
Role CategoryProgramming & Design
Education
UG: B.Tech/B.E. in Any Specialization, Any Graduate in Any Specialization, Graduation Not Required, B.Sc in Any Specialization
PG: Any Postgraduate in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, Post Graduation Not Required, MCA in Computers
About the Company
Zewia Software Solutions(P) Ltd an end-to-end e-business solutions and software development company in Kerala, which strategically integrates cutting-edge technology with market insight to boost business operations and improve operational efficiency.
Company Info
Websitehttps://www.zewiasoft.com
AddressKerala - 695025,India, THIRUVANANTHAPURAM, Kerala - 695025,India
Contact PersonAthira Raveendran
Phone Number04714014503
Job Types: Full-time, Contract, Fresher
Salary: ₹5,000.00 - ₹10,000.00 per month
Schedule:
Monday to Friday
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Python Developer,"Surat, Gujarat",Vasundhara Infotech,"₹1,00,000 - ₹3,50,000 a year",Organic,"Job Description
We are looking for an experienced Python developer to join our engineering team and help us create dynamic software applications for our clients. In this role, you will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with front-end developers.
To be successful as a Python Developer, you should possess in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average knowledge of Python programming. Ultimately, a top-class Python Developer is able to design highly responsive web-applications that perfectly meet the needs of the client.
Responsibilities
Coordinating with development teams to determine application requirements.
Writing scalable code using Python programming language.
Testing and debugging applications.
Developing back-end components.
Integrating user-facing elements using server-side logic.
Assessing and prioritizing client feature requests.
Integrating data storage solutions.
Coordinating with front-end developers.
Reprogramming existing databases to improve functionality.
Developing digital tools to monitor online traffic.
Requirements
BS/MS degree in Computer Science, Computer Engineering, or related field.
Fresher can apply.
1-4 years of experience as a Python Developer.
A deep understanding and multi-process architecture and the threading limitations of Python.
Ability to integrate multiple data sources into a single system.
Familiarity with testing tools.
Ability to collaborate on projects and work independently when required.
Job Type: Full-time
Salary: ₹100,000.00 - ₹350,000.00 per year
Schedule:
Day shift
Experience:
Fresher can apply: 3 years (Preferred)
Education:
Bachelor's (Preferred)"
Jr. Python/Odoo Developer,"Gandhinagar, Gujarat",iPredict IT Solutions,0,Organic,"Job Description
We are looking for an experienced Python developer to join our engineering team and help us create dynamic software applications for our clients. In this role, you will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with front-end developers.
To be successful as a Python Developer, you should possess in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average knowledge of Python programming. Ultimately, a top-class Python Developer is able to design highly responsive web-applications that perfectly meet the needs of the client.
Responsibilities
Coordinating with development teams to determine application requirements.
Writing scalable code using Python programming language.
Testing and debugging applications.
Developing back-end components.
Integrating user-facing elements using server-side logic.
Assessing and prioritizing client feature requests.
Integrating data storage solutions.
Coordinating with front-end developers.
Reprogramming existing databases to improve functionality.
Developing digital tools to monitor online traffic.
Requirements
BS/MS degree in Computer Science, Computer Engineering, or related field.
Fresher can apply.
1-4 years of experience as a Python Developer.
A deep understanding and multi-process architecture and the threading limitations of Python.
Ability to integrate multiple data sources into a single system.
Familiarity with testing tools.
Ability to collaborate on projects and work independently when required.
Job Type: Full-time
Salary: ₹100,000.00 - ₹350,000.00 per year
Schedule:
Day shift
Experience:
Fresher can apply: 3 years (Preferred)
Education:
Bachelor's (Preferred)"
Programmer Associate - R/Python Language,"Mumbai, Maharashtra",Decimal Point Analytics,0,Organic,"Job Description
We are looking for an experienced Python developer to join our engineering team and help us create dynamic software applications for our clients. In this role, you will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with front-end developers.
To be successful as a Python Developer, you should possess in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average knowledge of Python programming. Ultimately, a top-class Python Developer is able to design highly responsive web-applications that perfectly meet the needs of the client.
Responsibilities
Coordinating with development teams to determine application requirements.
Writing scalable code using Python programming language.
Testing and debugging applications.
Developing back-end components.
Integrating user-facing elements using server-side logic.
Assessing and prioritizing client feature requests.
Integrating data storage solutions.
Coordinating with front-end developers.
Reprogramming existing databases to improve functionality.
Developing digital tools to monitor online traffic.
Requirements
BS/MS degree in Computer Science, Computer Engineering, or related field.
Fresher can apply.
1-4 years of experience as a Python Developer.
A deep understanding and multi-process architecture and the threading limitations of Python.
Ability to integrate multiple data sources into a single system.
Familiarity with testing tools.
Ability to collaborate on projects and work independently when required.
Job Type: Full-time
Salary: ₹100,000.00 - ₹350,000.00 per year
Schedule:
Day shift
Experience:
Fresher can apply: 3 years (Preferred)
Education:
Bachelor's (Preferred)"
Python Developer,"Ahmedabad, Gujarat",Flair Aloft,"₹35,000 - ₹37,500 a month",Organic,"Job Opening: Python Developer
Minimum Experience: 2 – 4 Years
Joining Within: Immediate Joining/ 15-30 days
Requirements
· Solid experience as Python Developer, Experience with Python frameworks (e.g. Django, Flask, Bottle) QT knowledge is a plus
· Proven experience in software development, best code deployment practices, Linux
· Knowledge on Cloud Computing
· Understanding of databases and SQL
· Familiarity Big data and NLP will be a plus
· Experienced in Python API integration with DL/NLP libraries
· Experienced in Python mysql/MongoDB database connectivity
· Collaborate with UX/UI designers to implement design into the code
· Knowledge of JavaScript and the AngularJS framework is a plus
Responsibilities
· Help design and implement functional requirements
· Build efficient back-end features in Python
· Integrate front-end components into applications
· Producing detailed specifications and writing program code
· Manage testing and bug fixes
· Implement software enhancements and suggest improvements
Excellent analytical and problem solving skills
Job Type: Full-time
Pay: ₹35,000.00 - ₹37,500.00 per month
Schedule:
Monday to Friday
Experience:
work: 2 years (Required)
total work: 2 years (Required)
Python: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Junior Python Full Stack Developer,"Ernakulam, Kerala",Full Stack Software Developer,"₹20,000 - ₹25,000 a month",Organic,"Job Summary
Published on : 2 days ago
Vacancy : 2
Employment Status : Full Time
Experience : 1 - 2 Yrs
Salary : 20000-25000
Interview Venue : Ernakulam

Design, build, and maintain efficient, scalable, reusable, and reliable Python code. Implement security and data protection solutions. Coordinate with internal teams to understand user requirements and provide technical solutions.

Strong programming ability in Python.

Experience in web app development by using Django framework.

Object relational mapping using framework.

Project creation and setting admin interface.

URL mapping.

Integration of media files with database.

Knowledge in database design.

Expertise with SQL database, like MySql, PostgreSQL.

Hands on experience on Python.

Good understanding of deployment.

Strong in Logic, Algorithm and Data Structures.

Basic knowledge in unit testing.

Working knowledge in windows.

Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3, jQuery.

Deploying project in github.

Generators, what are they and how/when to use them.

Data structures in python.

Threading in python.

Iterator protocol and applications.

Database connection with pymysql/mysql modules.

MRO order.

Static/class/instance method.

Handling encoding in python.

Job Types: Full-time, Fresher

Pay: ?20,000.00 - ?25,000.00 per month
Skills
PostgreSQL , Python , Python Scripting , Odoo Development , Django framework ,
Qualifications
Any Degree
BE / B.Tech Engineering - Computer Science / IT
Bachelor of Computer Application (BCA)
B.Sc. Computer Science"
Python Developer,"Mohali, Punjab",Code Garage Tech,"₹15,000 - ₹40,000 a month",Organic,"Company name Code Garage Tech
#Location: A-45 Quark city, Mohali
#Shift: Day shift
#Salary: current on hike
#Experience: fresher to 3years( Fresher are also apply )
Work from office only
#immediate joiner or within 15 days are preffered
1. Knowledge of the syntax of languages such as Java, C/C++ or Python.
2. Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving, and complexity analysis.
3. Ability to effectively articulate technical challenges and solutions.
4. Adept at handling ambiguous or undefined problems as well as ability to think abstractly.
5 The person is willing to learn new technologies as well.
Job Types: Full-time, Fresher
Salary: ₹15,000.00 - ₹40,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Urgently hiring Python (Django) Developer,"Ahmedabad, Gujarat",Simplihire,"₹1,25,000 a month",Organic,"Experience: 3+ years (Django is must)
Benefits: WFH, Open budget for right candidate, 5 Days working
Skills required:
-Expert in Python, with knowledge of at least one Python web framework such as Django, Flask
-Strong Knowledge of design patterns, MVC architecture, REST APIs.
-Understanding of databases, SQL and NoSQL
-Experience in integrations with third parties APIs or exposing APIs for the third party to integrate
-Familiarity with Amazon Web Services (AWS)
-Understanding of accessibility and security compliance would be the added advantage
-Good design, modeling and refactoring skills.
-Excellent analytical abilities and problem-solving skills.
-In-depth understanding of any programming language and its internal working and constructs
-Should have a Detailed and quality oriented Approach in implementation
-Very Good English and proactive communication skills
-Should have knowledge of Messaging Queue, Data Pipeline, Data Structure, Elastic Search
JD:
-Design and Develop/Enhance Rest API for the high-end enterprise application with all latest technology stacks
-Writing reusable, testable, and efficient code
-Design and implementation of low-latency, high-availability, and performance backend API
-Code review and coaching team members for high standard coding practices
-Coordinate with client to understand business requirements, conducting PoCs and
-Provide technical solutions
Job Type: Full-time
Salary: Up to ₹125,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Full Stack Python Developer,"Laxmi Nagar, Delhi, Delhi",Viral Groww - A Group of Colinkers Event Managemen...,"₹15,000 - ₹18,000 a month",Organic,"We are looking for a highly skilled computer programmer who is comfortable with both front and back end programming. Full Stack Developers are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications, and working alongside graphic designers for web design features, among other duties.
Full Stack Developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail.
Full Stack Developer Responsibilities:
Developing front end website architecture.
Designing user interactions on web pages.
Developing back end website applications.
Creating servers and databases for functionality.
Full Stack Developer Requirements:
Degree in Computer Science.
Strong organizational and project management skills.
Proficiency with fundamental front end languages such as HTML, CSS and JavaScript.
Proficiency with server-side language that is Python
Contract length: 11 months
Expected Start Date: 25/11/2020
Job Type: Contract
Salary: ₹15,000.00 - ₹18,000.00 per month
Supplemental Pay:
Performance bonus
Experience:
Backend Development: 1 year (Required)
Django Python: 1 year (Required)
HTML - CSS - Bootstrap: 1 year (Required)
total work: 2 years (Required)
Education:
Bachelor's (Preferred)"
"Python Developer, Software Engineer Programmer","Mira Road, Maharashtra",Color Papers,"₹20,000 - ₹35,000 a month",Organic,"1-4 years of experience working as a software developer with Python as the primary programming language, in a Unix or Windows environment. Solid understanding of object-oriented programming and design Knowledge on AWS Services like API Gateway with building REST APIs using Python and framework such as Flask, Django.
Understand fundamental design principles and best practices for developing REST APIs and web applications.
Gather requirements, scope functionality, estimate and translate those requirements into solutions.
Implement and integrate software features as per requirements
Deliver across the entire app lifecycle
Work in a product creation project and/or technology project with implementation or integration responsibilities.
Write reusable, testable, and efficient code
Improve an existing codebase, if required, and ability to read source code to understand data flow and origin
Design effective data storage for the task at hand and know how to optimize query performance along the way
Follow an agile methodology of development and delivery
Strictly adhere to coding standards and internal practices; must be able to conduct review code
Should have good analytical skills, also should have learning attitude Should understand design concepts and have proven experience in designing software
Excellent verbal and written communications skills
Ahigh degree of self-motivation and the ability to adapt quickly to new tasks.
Should be available for Interview if shortlisted.
Qualifications-BE/B.Tech
Expected Start Date: 1/10/2020
Job Type: Full-time
Salary: ₹20,000.00 - ₹35,000.00 per month
Experience:
Python: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Mira Road, Maharashtra (Preferred)
Work Remotely:
No"
Python Developer,"Kolkata, West Bengal",Allied Media,"₹2,40,000 - ₹3,00,000 a year",Organic,"Python Developer
Work Location: Kolkata
Experience: Freshers
Job Description
We are looking for Freshers as Developers responsible for creating BAAR (Business Automation,AI & Robotics) workflow to achieve different use case. To achieve use case developer might need to write Python or other scripts. Developer primary focus will be design and development of BAAR (Business Automation,AI & Robotics) Workflow.
Responsibilities
Writing reusable, testable, and efficient code python
Understanding of business requirement and
Design and implementation of BAAR (Business Automation,AI & Robotics) Workflow to achieve business requirement
Skills And Qualification
Well versed with Python
Logical thinking is required to design and implement BAAR (Business Automation,AI & Robotics) Workflow
Good understanding of scripting language
Understanding of fundamental design principles behind a scalable application
Familiarity with event-driven programming in Python
Able to create database schemas that represent and support business processes
Strong unit test and debugging skills
Expected Start Date: 1/11/2020
Job Type: Full-time
Salary: ₹240,000.00 - ₹300,000.00 per year
Schedule:
Monday to Friday
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Python/Django Developer,"Bengaluru, Karnataka",GladMinds Solutions,0,Organic,None
Python Backend Developer – Job Code (PD,"Kochi, Kerala",Calpine Group,0,Organic,None
Software Developer - Python / SQL / ML,"Mumbai, Maharashtra",Angel broking,0,Organic,None
Python Developer,"Ahmedabad, Gujarat",BoTree Technologies,0,Organic,None
Python Developer,"Surat, Gujarat",Vasundhara Infotech,"₹1,00,000 - ₹3,50,000 a year",Organic,"Job Description
We are looking for an experienced Python developer to join our engineering team and help us create dynamic software applications for our clients. In this role, you will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with front-end developers.
To be successful as a Python Developer, you should possess in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average knowledge of Python programming. Ultimately, a top-class Python Developer is able to design highly responsive web-applications that perfectly meet the needs of the client.
Responsibilities
Coordinating with development teams to determine application requirements.
Writing scalable code using Python programming language.
Testing and debugging applications.
Developing back-end components.
Integrating user-facing elements using server-side logic.
Assessing and prioritizing client feature requests.
Integrating data storage solutions.
Coordinating with front-end developers.
Reprogramming existing databases to improve functionality.
Developing digital tools to monitor online traffic.
Requirements
BS/MS degree in Computer Science, Computer Engineering, or related field.
Fresher can apply.
1-4 years of experience as a Python Developer.
A deep understanding and multi-process architecture and the threading limitations of Python.
Ability to integrate multiple data sources into a single system.
Familiarity with testing tools.
Ability to collaborate on projects and work independently when required.
Job Type: Full-time
Salary: ₹100,000.00 - ₹350,000.00 per year
Schedule:
Day shift
Experience:
Fresher can apply: 3 years (Preferred)
Education:
Bachelor's (Preferred)"
Urgently hiring Python (Django) Developer,"Ahmedabad, Gujarat",Simplihire,"₹1,25,000 a month",Organic,"Experience: 3+ years (Django is must)
Benefits: WFH, Open budget for right candidate, 5 Days working
Skills required:
-Expert in Python, with knowledge of at least one Python web framework such as Django, Flask
-Strong Knowledge of design patterns, MVC architecture, REST APIs.
-Understanding of databases, SQL and NoSQL
-Experience in integrations with third parties APIs or exposing APIs for the third party to integrate
-Familiarity with Amazon Web Services (AWS)
-Understanding of accessibility and security compliance would be the added advantage
-Good design, modeling and refactoring skills.
-Excellent analytical abilities and problem-solving skills.
-In-depth understanding of any programming language and its internal working and constructs
-Should have a Detailed and quality oriented Approach in implementation
-Very Good English and proactive communication skills
-Should have knowledge of Messaging Queue, Data Pipeline, Data Structure, Elastic Search
JD:
-Design and Develop/Enhance Rest API for the high-end enterprise application with all latest technology stacks
-Writing reusable, testable, and efficient code
-Design and implementation of low-latency, high-availability, and performance backend API
-Code review and coaching team members for high standard coding practices
-Coordinate with client to understand business requirements, conducting PoCs and
-Provide technical solutions
Job Type: Full-time
Salary: Up to ₹125,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Python Developer,"Ahmedabad, Gujarat",Flair Aloft,"₹35,000 - ₹37,500 a month",Organic,"Job Opening: Python Developer
Minimum Experience: 2 – 4 Years
Joining Within: Immediate Joining/ 15-30 days
Requirements
· Solid experience as Python Developer, Experience with Python frameworks (e.g. Django, Flask, Bottle) QT knowledge is a plus
· Proven experience in software development, best code deployment practices, Linux
· Knowledge on Cloud Computing
· Understanding of databases and SQL
· Familiarity Big data and NLP will be a plus
· Experienced in Python API integration with DL/NLP libraries
· Experienced in Python mysql/MongoDB database connectivity
· Collaborate with UX/UI designers to implement design into the code
· Knowledge of JavaScript and the AngularJS framework is a plus
Responsibilities
· Help design and implement functional requirements
· Build efficient back-end features in Python
· Integrate front-end components into applications
· Producing detailed specifications and writing program code
· Manage testing and bug fixes
· Implement software enhancements and suggest improvements
Excellent analytical and problem solving skills
Job Type: Full-time
Pay: ₹35,000.00 - ₹37,500.00 per month
Schedule:
Monday to Friday
Experience:
work: 2 years (Required)
total work: 2 years (Required)
Python: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Software Engineer/Programmer,"Ahmedabad, Gujarat",Saltriver Infosystems Private Limited,"₹2,00,000 a year",Organic,"We are looking forPython/Machine learning and OpenCV developer for support and development of application which are using OpenCV and Machine Learning

The developer must have good Python and OpenCV development knowledge
Task will include development of new application, enhancement on old and support for already developed app
Experience with webservice development will be added advantage

Knowledge of image processing logic required

Working knowledge of Machine learning Algorithm added advantage

Need to undertake all phases of development i.e. documentation, testing, development

Need to take older code, fix them and make new setups and upload to apple store"
Full Stack Developer,"Thiruvananthapuram, Kerala",Syncsite Technologies Pvt Ltd,0,Organic,"An engineer who can handle all the work of databases, servers, systems engineering, and clients. Depending on the project, what customers need may be a mobile stack, a Web stack, or a native application stack.
Responsibilities:
Concepting, creating and building websites alongside our graphic design team, including taking designer wireframes and magically turning them into effective code.
Working through the website development lifecycle to launch.
Designing user-based interactions through effective front-end architecture.
Developing functional databases, applications and servers to support our websites on the back end.
Coding for various platforms to ensure functionality across multiple channels.
Leading and developing best practices for Full Stack Developer team.
Developing and designing RESTful services and APIs.
Determining application responsiveness for consumers.
Ensuring company mandate is effectively addressed in technical and developmental aspects.
Managing database administration and hosting duties.
Troubleshooting issues and problem solving as necessary.
Keeping current with industry trends and developments that can be applied to company needs.
Full Stack Developer Requirements:
Bachelor’s Degree in Computer Science.
Fluent in CSS (Foundation or Bootstrap), JavaScript and HTML, with an understanding of CSS preprocessors including Sass and LESS.
Strong knowledge of PHP and MySQL, with working understanding of MongoDB, PostgreSQL, AngularJS, Express.js, Oracle, React, Ember and Node.js.
Experience with JS-based tools including Bower, Grunt and Gulp.
Experience in working with languages such as Java, .Net, Python, PHP or Ruby.
Working experience as a Full Stack Developer.
Experience working with server technologies including Apache, ISS, Node.js, Nginx and J2EE.
Experience in API design and development.
Understanding of libraries including Backbone.js and jQuery.
Experience with AJAX.
Strong knowledge of data structures, system design and algorithms.
Excellent written and verbal communication skills, with a strong attention to detail and a head for problem solving.
Skilled at working in tandem with a team, or unsupervised as required.
Job Types: Full-time, Contract
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
total work: 1 year (Required)
Java: 1 year (Preferred)
Angular / Node JS: 1 year (Preferred)
Education:
Bachelor's (Required)
Shifts:
Any (Required)
Required Documents:
Address Proof (Required)
Aadhar Card (Required)
Benefits:
Health insurance
Provident fund (PF)
Paid leaves / Leave encashment
Company Cab / Shuttle service
Travel allowance
Phone / Internet reimbursement
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19"
